Transaction ID,Customer ID,product detail,City,Quantity,Price variation,Discount,Transaction Date,Revenue,Profit,Store,Customer Segment,Year,Month,Day_Name,Day_Type,Season,Profit Margin (%),Purchase Frequency,Product Rank
TTD22,54979,Book,Faisabad,7,3888,0.064668646744581,2025-07-20 03:50:07,25455.98,6355.84,Store C,Regular,2025,July,Sunday,Weekend,Summer,24.967964305440216,1,1.0
TTD23,27287,Sports,Karachi,14,4069,0.1299645351185988,2025-01-09 06:27:28,49562.44,11515.53,Store D,VIP,2025,January,Thursday,Weekday,Winter,23.234388783118828,1,2.0
TTD24,25160,Book,Faisabad,7,851,0.1102185291807568,2024-04-18 22:48:49,5300.43,1512.27,Store C,Premium,2024,April,Thursday,Weekday,Spring,28.531081440562367,1,1.0
TTD25,34781,Electronics,Lhore,3,212,0.1675011831452532,2024-04-01 20:54:27,529.47,86.76,Store B,Premium,2024,April,Monday,Weekday,Spring,16.38619751827299,1,4.0
TTD26,31272,Grocery,Lhore,14,1604,0.2149008320156968,2024-01-20 02:43:41,17630.19,3065.43,Store B,VIP,2024,January,Saturday,Weekend,Winter,17.387390606680928,1,1.0
TTD27,81930,Book,Faisabad,1,1649,0.1736755533455884,2024-03-22 02:52:33,1362.61,386.96,Store C,Regular,2024,March,Friday,Weekday,Spring,28.398441226763342,1,1.0
TTD28,48399,Clothing,Peshawar,7,4095,0.0487910614694485,2025-02-02 12:11:35,27266.4,7059.0,Store E,Premium,2025,February,Sunday,Weekend,Winter,25.88900624944987,1,3.0
TTD29,35960,Electronics,Peshawar,4,3547,0.1009715477794429,2024-10-12 19:44:34,12755.42,3350.72,Store E,Premium,2024,October,Saturday,Weekend,Autumn,26.26898996661811,1,4.0
TTD30,51973,Sports,Karachi,3,2360,0.081765063149429,2024-10-24 11:00:40,6501.1,1711.09,Store D,VIP,2024,October,Thursday,Weekday,Autumn,26.32000738336589,1,2.0
TTD31,15198,Grocery,Faisabad,10,1384,0.2629287518253659,2025-12-06 22:52:32,10201.07,2758.69,Store C,Premium,2025,December,Saturday,Weekend,Winter,27.04314351337654,1,1.0
TTD32,52224,Grocery,Lhore,15,3069,0.0389590166502819,2025-06-26 16:46:49,44241.52,4532.19,Store B,Regular,2025,June,Thursday,Weekday,Summer,10.244200470508249,1,1.0
TTD33,86430,Grocery,Faisabad,4,3552,0.2232944021094784,2025-10-01 08:26:45,11035.43,1454.87,Store C,Premium,2025,October,Wednesday,Weekday,Autumn,13.183627642964524,1,1.0
TTD34,35486,Electronics,Karachi,16,2406,0.0343210996697013,2025-05-25 12:22:27,37174.77,9169.69,Store D,VIP,2025,May,Sunday,Weekend,Spring,24.666433712972538,1,4.0
TTD35,37929,Clothing,Islamabad,11,652,0.2764505017889971,2025-01-05 23:29:29,5189.3,539.49,Store A,Premium,2025,January,Sunday,Weekend,Winter,10.396199872815217,1,3.0
TTD36,28518,Sports,Queeta,16,4653,0.0247539430203685,2024-03-10 15:20:01,72605.12,20288.61,Store F,Regular,2024,March,Sunday,Weekend,Spring,27.94377311131777,1,2.0
TTD37,41382,Book,Islamabad,13,958,0.2670631784302449,2025-02-12 22:08:53,9128.0,1778.77,Store A,Regular,2025,February,Wednesday,Weekday,Winter,19.48696319018405,1,1.0
TTD38,65281,Electronics,Karachi,2,2615,0.2606467975208165,2024-08-28 16:22:12,3866.82,723.73,Store D,Regular,2024,August,Wednesday,Weekday,Summer,18.716412969830508,1,4.0
TTD39,39600,Grocery,Lhore,10,1155,0.1279545519844899,2025-09-13 22:35:46,10072.12,3017.92,Store B,Regular,2025,September,Saturday,Weekend,Autumn,29.96310607895855,1,1.0
TTD40,17228,Electronics,Islamabad,17,1302,0.2273747634378877,2024-01-24 05:21:54,17101.29,2579.32,Store A,Premium,2024,January,Wednesday,Weekday,Winter,15.08260487951494,1,4.0
TTD41,83343,Clothing,Lhore,18,4628,0.2676514606811699,2024-05-03 11:53:16,61007.56,15496.27,Store B,Premium,2024,May,Friday,Weekday,Spring,25.40057330599684,1,3.0
TTD42,75908,Clothing,Karachi,18,1791,0.1858092040174425,2024-09-06 23:57:11,26247.88,3323.2,Store D,VIP,2024,September,Friday,Weekday,Autumn,12.66083203672068,1,3.0
TTD43,27765,Electronics,Queeta,9,1679,0.0496303695535611,2024-09-21 09:12:38,14361.04,1477.48,Store F,VIP,2024,September,Saturday,Weekend,Autumn,10.2881128386245,1,4.0
TTD44,38655,Clothing,Peshawar,7,3834,0.0728825175558904,2025-10-21 04:18:57,24881.98,6725.54,Store E,Regular,2025,October,Tuesday,Weekday,Autumn,27.029762100926053,1,3.0
TTD45,73573,Book,Peshawar,15,871,0.1206074585477249,2024-06-12 14:12:27,11489.26,3349.54,Store E,Regular,2024,June,Wednesday,Weekday,Summer,29.15366176759861,1,1.0
TTD46,43149,Grocery,Karachi,4,1586,0.2299128848778987,2025-05-06 10:54:39,4885.43,517.89,Store D,Premium,2025,May,Tuesday,Weekday,Spring,10.600704543919369,1,1.0
TTD47,75110,Book,Islamabad,5,346,0.0570904889691592,2025-04-07 23:04:53,1631.23,206.06,Store A,Premium,2025,April,Monday,Weekday,Spring,12.632185528711462,1,1.0
TTD48,63826,Sports,Peshawar,13,2514,0.2385867841847357,2025-05-11 10:23:57,24884.51,3987.11,Store E,Premium,2025,May,Sunday,Weekend,Spring,16.022457343946094,1,2.0
TTD49,14446,Electronics,Islamabad,8,2008,0.018111303375601,2025-11-08 14:30:19,15773.06,3753.31,Store A,VIP,2025,November,Saturday,Weekend,Autumn,23.795699756420124,1,4.0
TTD50,17829,Clothing,Faisabad,7,4529,0.110793500901699,2024-12-16 17:57:50,28190.51,7904.14,Store C,Regular,2024,December,Monday,Weekday,Winter,28.038300832443262,1,3.0
TTD51,91237,Grocery,Faisabad,16,4780,0.2949884479418299,2025-09-06 15:52:44,53919.28,7907.59,Store C,VIP,2025,September,Saturday,Weekend,Autumn,14.665607552623106,1,1.0
TTD52,18940,Book,Queeta,12,3677,0.1534111619387442,2024-02-04 00:53:43,37354.89,9582.22,Store F,Premium,2024,February,Sunday,Weekend,Winter,25.651849061796188,1,1.0
TTD53,47673,Grocery,Queeta,10,3050,0.2582978873301502,2024-07-17 12:45:34,22621.91,3472.24,Store F,Regular,2024,July,Wednesday,Weekday,Summer,15.349013412218508,1,1.0
TTD54,66599,Sports,Peshawar,14,1710,0.2645520217783647,2025-06-27 19:14:41,17606.62,5031.52,Store E,Premium,2025,June,Friday,Weekday,Summer,28.577432806523912,1,2.0
TTD55,27123,Electronics,Queeta,13,1079,0.2168273226899615,2024-02-06 09:18:31,10985.56,2093.35,Store F,Regular,2024,February,Tuesday,Weekday,Winter,19.05546917954114,1,4.0
TTD56,16472,Clothing,Faisabad,1,3900,0.2146997429597803,2025-08-19 17:59:13,3062.67,864.51,Store C,VIP,2025,August,Tuesday,Weekday,Summer,28.22733105427617,1,3.0
TTD57,63303,Electronics,Lhore,8,4880,0.1218661998851057,2024-11-18 16:42:43,34282.34,7915.31,Store B,VIP,2024,November,Monday,Weekday,Autumn,23.08859313570778,1,4.0
TTD58,22952,Grocery,Lhore,17,4611,0.2594901886909861,2025-06-08 06:00:18,58046.34,15990.83,Store B,VIP,2025,June,Sunday,Weekend,Summer,27.54838634098205,1,1.0
TTD59,58748,Grocery,Lhore,8,321,0.2827905886412268,2025-01-19 14:08:47,1841.79,498.35,Store B,Premium,2025,January,Sunday,Weekend,Winter,27.057916483421025,1,1.0
TTD60,77029,Electronics,Faisabad,15,3894,0.216264390052816,2024-11-22 18:09:19,45778.0,5010.92,Store C,Premium,2024,November,Friday,Weekday,Autumn,10.946131329459568,1,4.0
TTD61,68360,Sports,Peshawar,15,2826,0.1220153191345249,2024-03-01 13:00:27,37217.77,10394.45,Store E,Premium,2024,March,Friday,Weekday,Spring,27.928728669127683,1,2.0
TTD62,75507,Sports,Peshawar,12,156,0.2410482474731179,2024-07-20 07:48:08,1420.76,364.95,Store E,Premium,2024,July,Saturday,Weekend,Summer,25.686956276922214,1,2.0
TTD63,16879,Book,Peshawar,7,3265,0.0255823074791017,2024-03-12 19:30:06,22270.32,3230.42,Store E,VIP,2024,March,Tuesday,Weekday,Spring,14.505494308119507,1,1.0
TTD64,15690,Clothing,Faisabad,5,1518,0.0999298763867926,2025-01-08 19:55:39,6831.53,1469.8,Store C,VIP,2025,January,Wednesday,Weekday,Winter,21.514946139444604,1,3.0
TTD65,95317,Sports,Karachi,13,2466,0.2867229992519393,2025-01-14 02:05:52,22866.23,5003.16,Store D,Premium,2025,January,Tuesday,Weekday,Winter,21.880126282294896,1,2.0
TTD66,82669,Sports,Queeta,19,2968,0.2326985602540974,2024-01-14 04:14:30,43269.66,10710.1,Store F,VIP,2024,January,Sunday,Weekend,Winter,24.75198557141424,1,2.0
TTD67,20026,Grocery,Lhore,11,3633,0.0726782614221927,2024-04-02 18:57:55,37058.56,10799.23,Store B,Regular,2024,April,Tuesday,Weekday,Spring,29.14098658987289,1,1.0
TTD68,38224,Book,Faisabad,11,1928,0.2068002388638376,2024-09-03 18:23:29,16822.18,2853.02,Store C,Regular,2024,September,Tuesday,Weekday,Autumn,16.959870837192327,1,1.0
TTD69,13833,Electronics,Lhore,8,2369,0.2061327493825865,2025-11-08 15:53:38,15045.37,3873.54,Store B,Regular,2025,November,Saturday,Weekend,Autumn,25.745727755449018,1,4.0
TTD70,73642,Clothing,Lhore,17,3088,0.2409572257566267,2024-10-21 06:32:05,39846.71,4129.41,Store B,VIP,2024,October,Monday,Weekday,Autumn,10.36323952466841,1,3.0
TTD71,26647,Clothing,Islamabad,5,835,0.0220490844528721,2024-05-15 04:05:16,4082.95,417.18,Store A,VIP,2024,May,Wednesday,Weekday,Spring,10.217612265641266,1,3.0
TTD72,29318,Book,Queeta,5,4444,0.1898506966969572,2024-10-03 14:25:40,18001.52,2463.29,Store F,Premium,2024,October,Thursday,Weekday,Autumn,13.68378892449082,1,1.0
TTD73,45856,Clothing,Peshawar,12,4573,0.0022150075591961,2025-06-02 08:22:48,54754.45,9012.43,Store E,Regular,2025,June,Monday,Weekday,Summer,16.459721538614673,1,3.0
TTD74,24544,Book,Faisabad,5,3438,0.2747867355977276,2024-07-16 00:33:22,12466.42,1298.13,Store C,VIP,2024,July,Tuesday,Weekday,Summer,10.413013519518836,1,1.0
TTD75,84823,Clothing,Karachi,10,1432,0.0408264672496274,2025-03-02 18:23:20,13735.36,1883.33,Store D,VIP,2025,March,Sunday,Weekend,Spring,13.711544509936395,2,3.0
TTD76,84692,Clothing,Faisabad,10,3525,0.070167849348045,2025-04-25 09:20:29,32776.58,6370.16,Store C,Premium,2025,April,Friday,Weekday,Spring,19.43509664522656,1,3.0
TTD77,30299,Clothing,Queeta,4,2780,0.024143137334187,2025-06-01 14:39:15,10851.53,3042.65,Store F,VIP,2025,June,Sunday,Weekend,Summer,28.03890326986148,1,3.0
TTD78,34259,Book,Islamabad,9,834,0.0668217782074135,2024-09-09 08:39:15,7004.44,1192.05,Store A,VIP,2024,September,Monday,Weekday,Autumn,17.01849112848422,1,1.0
TTD79,67735,Electronics,Lhore,11,1330,0.05005823412112,2024-02-05 21:46:19,13897.65,1482.75,Store B,Regular,2024,February,Monday,Weekday,Winter,10.669069950675114,1,4.0
TTD80,70355,Book,Karachi,18,4783,0.0300528391076969,2025-01-25 17:37:35,83506.63,12893.27,Store D,Regular,2025,January,Saturday,Weekend,Winter,15.43981597628835,1,1.0
TTD81,88240,Clothing,Peshawar,8,4999,0.084729329564022,2025-02-06 11:14:22,36603.5,7879.91,Store E,Premium,2025,February,Thursday,Weekday,Winter,21.5277500785444,1,3.0
TTD82,94964,Clothing,Peshawar,18,4317,0.1916358905049187,2025-10-16 10:28:40,62814.74,11117.55,Store E,VIP,2025,October,Thursday,Weekday,Autumn,17.698950915024085,1,3.0
TTD83,44797,Grocery,Faisabad,9,3653,0.0034403348427176,2025-02-16 04:28:03,32763.89,5899.88,Store C,VIP,2025,February,Sunday,Weekend,Winter,18.00726348428102,1,1.0
TTD84,51219,Grocery,Queeta,2,4104,0.0765969800362104,2024-08-29 15:05:51,7579.29,896.74,Store F,VIP,2024,August,Thursday,Weekday,Summer,11.831451230920049,1,1.0
TTD85,42735,Book,Karachi,5,2345,0.2364473182474502,2025-04-09 08:35:46,8952.66,1470.8,Store D,Premium,2025,April,Wednesday,Weekday,Spring,16.42863685206408,1,1.0
TTD86,79957,Grocery,Islamabad,10,4536,0.2171367707053666,2024-01-04 01:53:43,35510.68,5193.29,Store A,Regular,2024,January,Thursday,Weekday,Winter,14.624586180833484,1,1.0
TTD87,19187,Grocery,Karachi,17,3630,0.116696989903145,2025-09-27 20:06:09,54508.63,12572.19,Store D,VIP,2025,September,Saturday,Weekend,Autumn,23.064586286611867,1,1.0
TTD88,58237,Grocery,Karachi,15,4560,0.1055162324980237,2025-02-11 00:21:27,61182.69,12006.29,Store D,Regular,2025,February,Tuesday,Weekday,Winter,19.62367133579776,1,1.0
TTD89,91363,Book,Karachi,18,3912,0.0261372174220319,2025-07-25 08:29:04,68575.52,18819.07,Store D,VIP,2025,July,Friday,Weekday,Summer,27.44283966056692,2,1.0
TTD90,94382,Clothing,Karachi,15,4504,0.2442313925117166,2025-08-20 18:49:19,51059.73,6536.35,Store D,Regular,2025,August,Wednesday,Weekday,Summer,12.801379874119975,1,3.0
TTD91,57604,Book,Peshawar,14,832,0.2824417326682444,2024-12-05 21:48:51,8358.12,2061.15,Store E,VIP,2024,December,Thursday,Weekday,Winter,24.660449957645977,1,1.0
TTD92,94850,Book,Karachi,4,2188,0.0128912985592755,2025-12-06 09:48:39,8639.18,2159.13,Store D,Regular,2025,December,Saturday,Weekend,Winter,24.99230251019194,1,1.0
TTD93,76559,Grocery,Queeta,5,4208,0.280062916458128,2024-11-05 14:05:52,15147.48,1606.98,Store F,Regular,2024,November,Tuesday,Weekday,Autumn,10.608893360479764,1,1.0
TTD94,66855,Clothing,Karachi,1,1599,0.2670291636308999,2025-02-09 07:57:26,1172.02,144.02,Store D,VIP,2025,February,Sunday,Weekend,Winter,12.28818620842648,1,3.0
TTD95,26585,Sports,Queeta,18,3179,0.1828416211533356,2025-02-27 12:38:50,46759.44,8798.03,Store F,Premium,2025,February,Thursday,Weekday,Winter,18.815516182400817,1,2.0
TTD96,73425,Electronics,Karachi,15,1709,0.0882676879197999,2024-02-05 16:46:09,23372.26,4977.4,Store D,VIP,2024,February,Monday,Weekday,Winter,21.2961861625705,1,4.0
TTD97,39678,Book,Queeta,2,4746,0.0341184215263705,2025-11-08 20:42:00,9168.15,1486.54,Store F,Premium,2025,November,Saturday,Weekend,Autumn,16.214176251479305,1,1.0
TTD98,47681,Clothing,Peshawar,15,1199,0.2829498128308869,2024-08-09 14:43:42,12896.15,2588.73,Store E,Premium,2024,August,Friday,Weekday,Summer,20.073665396261674,1,3.0
TTD99,74759,Clothing,Islamabad,19,803,0.2894875823989348,2024-02-16 19:16:49,10840.29,1847.53,Store A,Regular,2024,February,Friday,Weekday,Winter,17.043178734148253,1,3.0
TTD100,95998,Book,Lhore,3,3516,0.2879223238780876,2024-08-17 09:28:31,7511.0,1865.43,Store B,Premium,2024,August,Saturday,Weekend,Summer,24.835973904939426,1,1.0
TTD101,49200,Clothing,Peshawar,2,2149,0.2753473102220576,2025-02-14 12:51:35,3114.56,376.86,Store E,Premium,2025,February,Friday,Weekday,Winter,12.099943491215454,1,3.0
TTD102,32821,Sports,Peshawar,4,1627,0.1668565236072983,2024-10-08 17:15:36,5422.1,1497.28,Store E,Regular,2024,October,Tuesday,Weekday,Autumn,27.61439294738201,1,2.0
TTD103,89948,Book,Lhore,6,914,0.1369794550117761,2024-11-10 01:43:56,4732.8,850.69,Store B,Regular,2024,November,Sunday,Weekend,Autumn,17.9743492224476,1,1.0
TTD104,67064,Book,Peshawar,5,4166,0.2613829403932527,2025-02-25 15:17:11,15385.39,3615.83,Store E,Regular,2025,February,Tuesday,Weekday,Winter,23.501711688816467,1,1.0
TTD105,78810,Sports,Peshawar,3,4290,0.0452706191757676,2024-07-31 18:25:14,12287.37,1681.72,Store E,VIP,2024,July,Wednesday,Weekday,Summer,13.68657410007186,1,2.0
TTD106,35095,Book,Lhore,13,1111,0.0730083059622636,2025-03-15 01:11:49,13388.54,2400.18,Store B,VIP,2025,March,Saturday,Weekend,Spring,17.927122748260825,1,1.0
TTD107,11863,Grocery,Islamabad,9,3276,0.2772798362453725,2025-03-17 07:43:43,21308.68,5635.24,Store A,VIP,2025,March,Monday,Weekday,Spring,26.4457488685362,1,1.0
TTD108,27596,Clothing,Peshawar,2,2530,0.2434342883634563,2024-06-16 22:27:25,3828.22,791.35,Store E,VIP,2024,June,Sunday,Weekend,Summer,20.671487009628496,1,3.0
TTD109,39487,Book,Faisabad,7,3835,0.0492198224644413,2025-04-03 18:53:37,25523.69,2671.44,Store C,VIP,2025,April,Thursday,Weekday,Spring,10.466511699523071,1,1.0
TTD110,33614,Clothing,Peshawar,5,1034,0.1003700802809863,2025-05-21 10:23:11,4651.09,1291.86,Store E,Regular,2025,May,Wednesday,Weekday,Spring,27.77542468539632,1,3.0
TTD111,74405,Clothing,Queeta,16,1424,0.0871877541793689,2025-07-04 01:09:55,20797.51,6046.11,Store F,VIP,2025,July,Friday,Weekday,Summer,29.071316710510057,2,3.0
TTD112,13420,Grocery,Karachi,17,4136,0.052024023730668,2024-03-02 18:25:21,66654.09,11754.6,Store D,Premium,2024,March,Saturday,Weekend,Spring,17.635226885551962,1,1.0
TTD113,37431,Electronics,Queeta,2,1180,0.2569524244999,2025-08-16 20:47:04,1753.59,328.39,Store F,Regular,2025,August,Saturday,Weekend,Summer,18.726726315729447,1,4.0
TTD114,85328,Book,Lhore,6,1753,0.1133606477098844,2025-01-22 12:29:00,9325.67,2661.68,Store B,Premium,2025,January,Wednesday,Weekday,Winter,28.54143455644473,1,1.0
TTD115,74849,Grocery,Karachi,1,613,0.1077095263980727,2024-03-01 15:11:35,546.97,125.04,Store D,VIP,2024,March,Friday,Weekday,Spring,22.86048594986928,1,1.0
TTD116,73575,Clothing,Queeta,14,1117,0.0158271047200807,2024-05-12 15:47:04,15390.5,3423.07,Store F,Regular,2024,May,Sunday,Weekend,Spring,22.2414476462753,1,3.0
TTD117,54204,Grocery,Peshawar,14,2808,0.0050628601909714,2024-09-30 01:29:59,39112.97,11538.55,Store E,VIP,2024,September,Monday,Weekday,Autumn,29.500572316548705,1,1.0
TTD118,14427,Grocery,Faisabad,9,1974,0.0063043780037659,2025-09-06 11:51:22,17654.0,5211.42,Store C,Premium,2025,September,Saturday,Weekend,Autumn,29.51976889090292,1,1.0
TTD119,99857,Electronics,Islamabad,19,2321,0.0465687933548492,2024-05-21 03:52:02,42045.36,7357.28,Store A,Premium,2024,May,Tuesday,Weekday,Spring,17.498435023507945,1,4.0
TTD120,85435,Electronics,Lhore,10,1622,0.1185629129268925,2025-05-27 19:13:14,14296.91,2736.7,Store B,VIP,2025,May,Tuesday,Weekday,Spring,19.141898494150134,1,4.0
TTD121,47193,Book,Lhore,11,1011,0.1909457342932322,2025-03-04 16:05:01,8997.49,2312.43,Store B,Regular,2025,March,Tuesday,Weekday,Spring,25.700834343800327,1,1.0
TTD122,98908,Electronics,Karachi,1,1760,0.1462242374319504,2025-01-03 20:44:25,1502.65,369.0,Store D,Regular,2025,January,Friday,Weekday,Winter,24.556616643929058,1,4.0
TTD123,14786,Grocery,Lhore,7,1589,0.2491119003529414,2025-03-22 13:33:49,8352.13,1843.5,Store B,Premium,2025,March,Saturday,Weekend,Spring,22.07221391429492,1,1.0
TTD124,99279,Electronics,Peshawar,3,302,0.2299792930278494,2024-09-10 05:53:18,697.64,166.3,Store E,Premium,2024,September,Tuesday,Weekday,Autumn,23.83750931712631,1,4.0
TTD125,31534,Grocery,Lhore,11,4014,0.1912555458344553,2024-10-09 21:22:17,35709.3,8208.69,Store B,Regular,2024,October,Wednesday,Weekday,Autumn,22.98754106073208,1,1.0
TTD126,47589,Book,Peshawar,18,2224,0.102200027275267,2025-12-14 10:55:55,35940.73,4367.67,Store E,VIP,2025,December,Sunday,Weekend,Winter,12.152424282979227,1,1.0
TTD127,82691,Electronics,Queeta,1,2731,0.0261728894569622,2024-03-05 06:31:59,2659.52,588.34,Store F,Premium,2024,March,Tuesday,Weekday,Spring,22.122037059318977,1,4.0
TTD128,92912,Grocery,Peshawar,1,599,0.0363422998958756,2024-12-17 18:01:28,577.23,144.06,Store E,Regular,2024,December,Tuesday,Weekday,Winter,24.957122810664725,1,1.0
TTD129,96567,Sports,Lhore,4,1124,0.0256993856641719,2024-07-05 07:39:48,4380.46,717.2,Store B,VIP,2024,July,Friday,Weekday,Summer,16.372709715418015,1,2.0
TTD130,47660,Grocery,Peshawar,18,1738,0.2104282485730216,2024-03-22 11:52:00,24700.96,4103.32,Store E,Premium,2024,March,Friday,Weekday,Spring,16.611985930911185,1,1.0
TTD131,89702,Clothing,Peshawar,8,4695,0.0424218898729745,2024-10-07 08:29:24,35966.63,7645.68,Store E,VIP,2024,October,Monday,Weekday,Autumn,21.25770471128377,1,3.0
TTD132,15876,Clothing,Karachi,2,1637,0.1376819032177432,2025-05-19 02:54:39,2823.23,359.61,Store D,VIP,2025,May,Monday,Weekday,Spring,12.737538209780997,1,3.0
TTD133,16723,Grocery,Islamabad,5,3891,0.0968235904428632,2024-08-27 17:58:32,17571.3,5030.85,Store A,Premium,2024,August,Tuesday,Weekday,Summer,28.63106315412065,1,1.0
TTD134,35185,Book,Peshawar,12,3615,0.1550437790311335,2024-11-27 00:23:58,36654.2,8256.35,Store E,Regular,2024,November,Wednesday,Weekday,Autumn,22.524976673887306,1,1.0
TTD135,12915,Grocery,Queeta,11,148,0.0640370882619568,2025-05-31 00:48:34,1523.75,344.67,Store F,Premium,2025,May,Saturday,Weekend,Spring,22.61985233798196,1,1.0
TTD136,23308,Grocery,Queeta,14,4335,0.1734669780022037,2025-09-10 17:41:43,50162.29,5164.42,Store F,Regular,2025,September,Wednesday,Weekday,Autumn,10.29542311565122,1,1.0
TTD137,69803,Electronics,Islamabad,5,4081,0.1558028209659872,2025-11-20 03:24:54,17225.84,3197.08,Store A,Premium,2025,November,Thursday,Weekday,Autumn,18.559791568945258,1,4.0
TTD138,92183,Sports,Queeta,9,3490,0.2749531072956876,2025-03-27 11:32:57,22773.72,5670.06,Store F,Premium,2025,March,Thursday,Weekday,Spring,24.89738171892866,1,2.0
TTD139,21397,Book,Islamabad,3,4840,0.0510495009185135,2024-06-23 00:22:28,13778.76,1497.39,Store A,Regular,2024,June,Sunday,Weekend,Summer,10.867378486888516,1,1.0
TTD140,45444,Clothing,Lhore,17,192,0.0037329640781876,2025-02-26 23:27:06,3251.82,733.12,Store B,Premium,2025,February,Wednesday,Weekday,Winter,22.54491331008481,1,3.0
TTD141,78303,Sports,Karachi,13,4706,0.1767397587743434,2024-02-28 09:10:13,50365.42,12001.33,Store D,Regular,2024,February,Wednesday,Weekday,Winter,23.82851170505478,1,2.0
TTD142,62268,Electronics,Queeta,17,3144,0.2381670952122691,2025-09-20 15:37:57,40718.45,7468.36,Store F,VIP,2025,September,Saturday,Weekend,Autumn,18.34146437302992,1,4.0
TTD143,62110,Sports,Islamabad,2,709,0.0924568300733239,2024-08-05 15:00:16,1286.9,281.99,Store A,VIP,2024,August,Monday,Weekday,Summer,21.912347501748386,1,2.0
TTD144,80913,Electronics,Lhore,8,1649,0.1972424527101242,2025-02-17 19:57:44,10589.98,2505.91,Store B,Regular,2025,February,Monday,Weekday,Winter,23.663028636503565,1,4.0
