Transaction ID,Customer ID,product detail,City,Quantity,Price variation,Discount,Transaction Date,Revenue,Profit,Store
TTD98,47681,Clothing,Peshawar,15,1199,0.2829498128308869,2024-08-09 14:43:42,12896.15,2588.73,Store E
TTD99,74759,Clothing,Islamabad,19,803,0.2894875823989348,2024-02-16 19:16:49,10840.29,1847.53,Store A
TTD100,95998,Book,Lhore,3,3516,0.2879223238780876,2024-08-17 09:28:31,7511.0,1865.43,Store B
TTD101,49200,Clothing,Peshawar,2,2149,0.2753473102220576,2025-02-14 12:51:35,3114.56,376.86,Store E
TTD102,32821,Sports,Peshawar,4,1627,0.1668565236072983,2024-10-08 17:15:36,5422.1,1497.28,Store E
TTD103,89948,Book,Lhore,6,914,0.1369794550117761,2024-11-10 01:43:56,4732.8,850.69,Store B
TTD104,67064,Book,Peshawar,5,4166,0.2613829403932527,2025-02-25 15:17:11,15385.39,3615.83,Store E
TTD105,78810,Sports,Peshawar,3,4290,0.0452706191757676,2024-07-31 18:25:14,12287.37,1681.72,Store E
TTD106,35095,Book,Lhore,13,1111,0.0730083059622636,2025-03-15 01:11:49,13388.54,2400.18,Store B
TTD107,11863,Grocery,Islamabad,9,3276,0.2772798362453725,2025-03-17 07:43:43,21308.68,5635.24,Store A
TTD108,27596,Clothing,Peshawar,2,2530,0.2434342883634563,2024-06-16 22:27:25,3828.22,791.35,Store E
TTD109,39487,Book,Faisabad,7,3835,0.0492198224644413,2025-04-03 18:53:37,25523.69,2671.44,Store C
TTD110,33614,Clothing,Peshawar,5,1034,0.1003700802809863,2025-05-21 10:23:11,4651.09,1291.86,Store E
TTD111,74405,Clothing,Queeta,16,1424,0.0871877541793689,2025-07-04 01:09:55,20797.51,6046.11,Store F
TTD112,13420,Grocery,Karachi,17,4136,0.052024023730668,2024-03-02 18:25:21,66654.09,11754.6,Store D
TTD113,37431,Electronics,Queeta,2,1180,0.2569524244999,2025-08-16 20:47:04,1753.59,328.39,Store F
TTD114,85328,Book,Lhore,6,1753,0.1133606477098844,2025-01-22 12:29:00,9325.67,2661.68,Store B
TTD115,74849,Grocery,Karachi,1,613,0.1077095263980727,2024-03-01 15:11:35,546.97,125.04,Store D
TTD116,73575,Clothing,Queeta,14,1117,0.0158271047200807,2024-05-12 15:47:04,15390.5,3423.07,Store F
TTD117,54204,Grocery,Peshawar,14,2808,0.0050628601909714,2024-09-30 01:29:59,39112.97,11538.55,Store E
TTD118,14427,Grocery,Faisabad,9,1974,0.0063043780037659,2025-09-06 11:51:22,17654.0,5211.42,Store C
TTD119,99857,Electronics,Islamabad,19,2321,0.0465687933548492,2024-05-21 03:52:02,42045.36,7357.28,Store A
TTD120,85435,Electronics,Lhore,10,1622,0.1185629129268925,2025-05-27 19:13:14,14296.91,2736.7,Store B
TTD121,47193,Book,Lhore,11,1011,0.1909457342932322,2025-03-04 16:05:01,8997.49,2312.43,Store B
TTD122,98908,Electronics,Karachi,1,1760,0.1462242374319504,2025-01-03 20:44:25,1502.65,369.0,Store D
TTD123,14786,Grocery,Lhore,7,1589,0.2491119003529414,2025-03-22 13:33:49,8352.13,1843.5,Store B
TTD124,99279,Electronics,Peshawar,3,302,0.2299792930278494,2024-09-10 05:53:18,697.64,166.3,Store E
TTD125,31534,Grocery,Lhore,11,4014,0.1912555458344553,2024-10-09 21:22:17,35709.3,8208.69,Store B
TTD126,47589,Book,Peshawar,18,2224,0.102200027275267,2025-12-14 10:55:55,35940.73,4367.67,Store E
TTD127,82691,Electronics,Queeta,1,2731,0.0261728894569622,2024-03-05 06:31:59,2659.52,588.34,Store F
TTD128,92912,Grocery,Peshawar,1,599,0.0363422998958756,2024-12-17 18:01:28,577.23,144.06,Store E
TTD129,96567,Sports,Lhore,4,1124,0.0256993856641719,2024-07-05 07:39:48,4380.46,717.2,Store B
TTD130,47660,Grocery,Peshawar,18,1738,0.2104282485730216,2024-03-22 11:52:00,24700.96,4103.32,Store E
TTD131,89702,Clothing,Peshawar,8,4695,0.0424218898729745,2024-10-07 08:29:24,35966.63,7645.68,Store E
TTD132,15876,Clothing,Karachi,2,1637,0.1376819032177432,2025-05-19 02:54:39,2823.23,359.61,Store D
TTD133,16723,Grocery,Islamabad,5,3891,0.0968235904428632,2024-08-27 17:58:32,17571.3,5030.85,Store A
TTD134,35185,Book,Peshawar,12,3615,0.1550437790311335,2024-11-27 00:23:58,36654.2,8256.35,Store E
TTD135,12915,Grocery,Queeta,11,148,0.0640370882619568,2025-05-31 00:48:34,1523.75,344.67,Store F
TTD136,23308,Grocery,Queeta,14,4335,0.1734669780022037,2025-09-10 17:41:43,50162.29,5164.42,Store F
TTD137,69803,Electronics,Islamabad,5,4081,0.1558028209659872,2025-11-20 03:24:54,17225.84,3197.08,Store A
TTD138,92183,Sports,Queeta,9,3490,0.2749531072956876,2025-03-27 11:32:57,22773.72,5670.06,Store F
TTD139,21397,Book,Islamabad,3,4840,0.0510495009185135,2024-06-23 00:22:28,13778.76,1497.39,Store A
TTD140,45444,Clothing,Lhore,17,192,0.0037329640781876,2025-02-26 23:27:06,3251.82,733.12,Store B
TTD141,78303,Sports,Karachi,13,4706,0.1767397587743434,2024-02-28 09:10:13,50365.42,12001.33,Store D
TTD142,62268,Electronics,Queeta,17,3144,0.2381670952122691,2025-09-20 15:37:57,40718.45,7468.36,Store F
TTD143,62110,Sports,Islamabad,2,709,0.0924568300733239,2024-08-05 15:00:16,1286.9,281.99,Store A
TTD144,80913,Electronics,Lhore,8,1649,0.1972424527101242,2025-02-17 19:57:44,10589.98,2505.91,Store B
TTD145,98298,Clothing,Peshawar,1,175,0.2676782115224784,2025-08-28 11:17:04,128.16,28.64,Store E
TTD146,78743,Book,Peshawar,12,3263,0.2092249045370381,2025-03-12 10:53:33,30963.59,5951.13,Store E
TTD147,65834,Electronics,Lhore,8,3111,0.247753495616834,2025-08-22 14:07:49,18721.91,3514.39,Store B
TTD148,98552,Electronics,Lhore,12,4164,0.1936045117683447,2025-04-22 20:39:20,40293.97,11170.83,Store B
TTD149,99328,Electronics,Peshawar,16,111,0.212734685861648,2025-11-27 13:42:44,1398.18,155.89,Store E
TTD150,95984,Grocery,Islamabad,6,892,0.0542887355630891,2024-12-02 06:11:25,5061.45,1406.86,Store A
TTD151,45744,Electronics,Karachi,17,3927,0.2076798016714869,2024-08-05 17:05:48,52894.5,6437.11,Store D
TTD152,11943,Clothing,Faisabad,17,4940,0.2487172365725777,2025-05-19 16:18:07,63092.73,10206.27,Store C
TTD153,35861,Sports,Queeta,4,4350,0.0877036071330263,2024-08-01 03:46:36,15873.96,2970.95,Store F
TTD154,85627,Grocery,Islamabad,6,2380,0.073776021704742,2025-12-09 15:11:30,13226.48,2961.52,Store A
TTD155,31049,Electronics,Karachi,14,2498,0.2208080863686741,2025-06-22 10:45:23,27249.9,5809.88,Store D
TTD156,74288,Clothing,Islamabad,18,3527,0.2095355585874642,2024-07-04 01:11:04,50183.43,9388.5,Store A
TTD157,83919,Electronics,Peshawar,16,3229,0.0637214995773476,2024-11-18 14:48:55,48371.89,10090.28,Store E
TTD158,28013,Clothing,Lhore,12,3718,0.1139409789389464,2025-10-13 17:31:39,39532.41,11571.04,Store B
TTD159,54007,Electronics,Karachi,17,137,0.1334312349216564,2025-12-27 00:40:02,2018.24,331.57,Store D
TTD160,78082,Grocery,Karachi,8,2259,0.1034058223609595,2024-03-23 23:36:54,16203.25,2944.02,Store D
TTD161,17083,Book,Lhore,12,1578,0.024635493308221,2024-09-23 03:11:59,18469.5,2084.29,Store B
TTD162,15133,Electronics,Karachi,12,2185,0.1934302576568539,2024-09-23 11:44:32,21148.26,3731.91,Store D
TTD163,56295,Book,Islamabad,18,2670,0.1700959323142685,2024-04-20 21:25:26,39885.19,4258.33,Store A
TTD164,17286,Clothing,Karachi,14,4471,0.1052593218868594,2024-02-03 00:14:45,56005.4,7386.26,Store D
TTD165,13266,Electronics,Faisabad,10,2311,0.1009547736539557,2025-06-12 03:14:00,20776.94,5801.62,Store C
TTD166,42031,Electronics,Queeta,11,1075,0.0714444988366783,2024-08-17 06:07:43,10980.17,2582.76,Store F
TTD167,60521,Grocery,Queeta,8,3245,0.2035989705272771,2025-12-15 03:36:14,20674.57,3553.31,Store F
TTD168,60986,Book,Lhore,11,4572,0.1884869958999028,2024-07-02 19:41:07,40812.61,10948.02,Store B
TTD169,77608,Sports,Lhore,2,3678,0.0453476845814877,2025-01-09 16:54:44,7022.42,1287.69,Store B
TTD170,96339,Sports,Islamabad,5,4784,0.2236843506079231,2024-07-19 18:13:22,18569.47,3998.19,Store A
TTD171,75835,Electronics,Lhore,4,4128,0.0870760698669527,2024-11-13 01:16:13,15074.2,2896.56,Store B
TTD172,94682,Clothing,Islamabad,14,1298,0.2571208048770227,2025-11-07 18:43:55,13499.6,3768.88,Store A
TTD173,84048,Grocery,Islamabad,11,4774,0.112141967866887,2025-11-28 18:00:22,46624.98,10991.62,Store A
TTD174,24034,Clothing,Karachi,2,735,0.0749708235245418,2025-05-14 07:39:10,1359.79,293.83,Store D
TTD175,20634,Grocery,Islamabad,19,4613,0.1710060948133245,2024-12-24 06:31:00,72658.83,15709.17,Store A
TTD176,21353,Book,Faisabad,3,4710,0.0704987760217046,2024-09-08 20:06:23,13133.85,3104.82,Store C
TTD177,86243,Electronics,Lhore,1,4943,0.0491724278388719,2025-10-19 11:15:05,4699.94,606.65,Store B
TTD178,38567,Grocery,Peshawar,5,3108,0.2952220561676834,2025-07-16 10:58:35,10952.25,2267.13,Store E
TTD179,52637,Electronics,Peshawar,9,577,0.0183289441147934,2024-09-22 08:03:12,5097.82,865.35,Store E
TTD180,58970,Book,Lhore,1,1444,0.2318926280878695,2025-11-12 11:05:18,1109.15,242.64,Store B
TTD181,47709,Grocery,Lhore,5,2077,0.2724720789492677,2025-09-10 08:46:19,7555.38,2104.1,Store B
TTD182,86372,Sports,Faisabad,11,3441,0.1975326221963826,2025-12-12 04:15:56,30374.19,6516.61,Store C
TTD183,87364,Book,Faisabad,10,1775,0.0767734784517549,2025-10-17 02:31:18,16387.27,2612.99,Store C
TTD184,60541,Book,Karachi,1,1335,0.1903318309289096,2025-11-07 04:48:08,1080.91,255.11,Store D
TTD185,38388,Book,Faisabad,14,1479,0.0580183172482408,2025-04-29 09:15:32,19504.67,4922.33,Store C
TTD186,50545,Clothing,Queeta,8,4626,0.1288459158013015,2024-08-21 13:01:46,32239.67,5704.15,Store F
TTD187,29074,Book,Peshawar,9,3203,0.0296506501343458,2025-04-29 14:42:09,27972.26,6188.73,Store E
TTD188,59765,Clothing,Lhore,2,4498,0.1239535320477292,2024-11-15 09:50:08,7880.91,1480.96,Store B
TTD189,89996,Grocery,Faisabad,10,1486,0.2991465090101184,2025-04-29 03:34:26,10414.68,2930.75,Store C
TTD190,48199,Book,Islamabad,9,1251,0.1289019516408702,2024-09-25 08:19:32,9807.69,2463.47,Store A
TTD191,14122,Grocery,Queeta,11,2134,0.1796061248489518,2025-04-06 15:45:54,19257.93,3052.12,Store F
TTD192,14407,Clothing,Islamabad,10,4362,0.1751047695517501,2024-08-04 17:27:23,35981.93,4037.82,Store A
TTD193,51087,Sports,Peshawar,16,2453,0.014264843468277,2024-09-28 02:51:13,38688.13,7116.29,Store E
TTD194,17438,Sports,Queeta,12,4817,0.0736079323986558,2025-03-09 15:35:42,53549.17,6841.75,Store F
TTD195,35517,Book,Karachi,6,1253,0.2204676761161877,2024-09-19 12:57:48,5860.52,1501.93,Store D
TTD196,18911,Grocery,Faisabad,5,1745,0.1198024306725339,2024-01-28 00:20:55,7679.72,1039.98,Store C
TTD197,16962,Electronics,Lhore,13,2620,0.2894969996296601,2024-03-25 08:13:41,24199.73,5727.79,Store B
TTD198,41801,Book,Queeta,9,2179,0.1498744761241721,2024-02-05 12:30:18,16671.81,4455.51,Store F
TTD199,65530,Sports,Faisabad,3,1545,0.195997785719567,2025-08-31 05:39:19,3726.55,826.79,Store C
TTD200,38340,Book,Peshawar,13,1494,0.2154317383584312,2024-06-25 14:24:46,15237.88,1697.99,Store E
TTD201,31380,Clothing,Faisabad,17,3362,0.1291090806512907,2025-07-19 17:13:35,49774.9,5662.85,Store C
TTD202,58039,Clothing,Islamabad,5,3095,0.2496714591727772,2024-04-04 00:01:50,11611.33,1410.77,Store A
TTD203,44082,Sports,Lhore,7,772,0.2608065723266078,2025-08-03 12:47:00,3994.6,497.7,Store B
TTD204,71172,Grocery,Lhore,10,1658,0.1909301289283521,2025-12-07 17:14:51,13414.38,3853.44,Store B
TTD205,96671,Grocery,Lhore,9,2892,0.2058315955195603,2025-08-31 02:56:49,20670.62,2543.12,Store B
TTD206,60785,Sports,Peshawar,8,55,0.0172078901510384,2024-12-29 11:35:26,432.43,84.88,Store E
TTD207,36193,Clothing,Karachi,11,3543,0.1842931723370736,2024-01-02 23:10:24,31790.54,6909.63,Store D
TTD208,58657,Clothing,Queeta,17,482,0.2024319705948287,2024-01-25 02:00:47,6535.27,1445.92,Store F
TTD209,30883,Electronics,Islamabad,5,4132,0.0108318288547988,2024-09-04 16:39:01,20436.21,6033.2,Store A
TTD210,60323,Clothing,Faisabad,10,1963,0.1692059412223799,2024-05-30 01:19:57,16308.49,3585.45,Store C
TTD211,73292,Sports,Karachi,16,327,0.1011947534923786,2025-10-14 06:12:45,4702.55,1397.03,Store D
TTD212,13466,Sports,Faisabad,4,624,0.1830061320049951,2024-07-29 21:32:22,2039.22,604.42,Store C
TTD213,38762,Book,Queeta,16,2860,0.1374540722892817,2024-02-21 03:39:28,39470.1,9216.68,Store F
TTD214,23894,Electronics,Lhore,13,4444,0.2583917286515926,2024-09-20 08:36:07,42844.19,6072.53,Store B
TTD215,34882,Sports,Queeta,4,2901,0.0434048978978029,2025-05-17 00:50:32,11100.33,2079.72,Store F
TTD216,88877,Sports,Faisabad,10,671,0.138642857904787,2024-01-17 22:02:28,5779.71,1174.16,Store C
TTD217,46839,Sports,Islamabad,14,365,0.1009380033050346,2024-02-21 16:21:20,4594.21,874.65,Store A
TTD218,67900,Electronics,Peshawar,5,3269,0.2299603655310236,2025-04-24 04:52:01,12586.3,2971.69,Store E
TTD219,31703,Sports,Karachi,9,4013,0.0880035330677082,2025-02-26 05:35:05,32938.58,3686.31,Store D
TTD220,65600,Sports,Peshawar,3,150,0.2057557477747628,2024-02-20 00:45:06,357.41,63.76,Store E
TTD221,60352,Grocery,Faisabad,10,4272,0.25491038476398,2024-02-05 17:01:02,31830.23,6441.53,Store C
TTD222,16502,Book,Karachi,17,1730,0.0391902665887521,2024-07-24 13:45:23,28257.41,5256.65,Store D
TTD223,49964,Sports,Karachi,13,2675,0.0370316049870876,2025-12-29 17:16:59,33487.23,5962.28,Store D
TTD224,68757,Clothing,Queeta,1,4956,0.2631810047996419,2024-03-07 17:40:42,3651.67,581.66,Store F
TTD225,51574,Clothing,Faisabad,18,3804,0.1144423193589328,2024-05-08 05:53:25,60635.91,9652.54,Store C
TTD226,70279,Grocery,Islamabad,12,1019,0.2400032300646724,2025-10-22 21:49:18,9293.24,2204.21,Store A
TTD227,36769,Sports,Islamabad,8,948,0.0693456895996216,2024-10-21 08:58:55,7058.08,1315.58,Store A
TTD228,52618,Sports,Karachi,4,3561,0.2411465160937296,2024-11-09 11:28:48,10809.11,1616.12,Store D
TTD229,93828,Book,Peshawar,9,2912,0.0658297068501677,2025-09-28 19:23:04,24482.74,2525.23,Store E
TTD230,15590,Sports,Peshawar,17,2356,0.218807522590577,2024-06-03 07:40:42,31288.32,5801.28,Store E
TTD231,75731,Grocery,Queeta,3,4527,0.1331222125860079,2025-09-22 19:40:23,11773.07,3064.56,Store F
TTD232,12141,Book,Islamabad,4,231,0.2636425126884426,2025-04-04 05:27:31,680.39,176.76,Store A
TTD233,53046,Book,Lhore,7,1515,0.2382305969010833,2024-11-17 21:44:28,8078.56,2061.56,Store B
TTD234,87092,Grocery,Queeta,9,4111,0.0546080435710676,2025-04-30 02:49:27,34978.56,5554.67,Store F
TTD235,51586,Electronics,Karachi,3,4737,0.0030075174143486,2024-07-08 04:00:06,14168.26,1529.32,Store D
TTD236,33143,Electronics,Karachi,11,2652,0.2869902558106519,2024-08-22 23:30:46,20799.92,2261.95,Store D
TTD237,84075,Sports,Peshawar,9,3374,0.093330116951875,2024-09-12 12:40:12,27531.94,8119.45,Store E
TTD238,46020,Electronics,Islamabad,10,3932,0.0719085192198595,2024-05-22 01:03:26,36492.56,5059.07,Store A
