Transaction ID,Customer ID,product detail,City,Quantity,Price variation,Discount,Transaction Date
TTD198,41801,book,Queeta,9,2179,0.14987447612417218,2024-02-05 12:30:18
TTD199,65530,sports,Faisabad,3,1545,0.19599778571956708,2025-08-31 05:39:19
TTD200,38340,book,Peshawar,13,1494,0.21543173835843124,2024-06-25 14:24:46
TTD201,31380,clothing,Faisabad,17,3362,0.1291090806512907,2025-07-19 17:13:35
TTD202,58039,clothing,Islamabad,5,3095,0.24967145917277728,2024-04-04 00:01:50
TTD203,44082,sports,Lhore,7,772,0.26080657232660787,2025-08-03 12:47:00
TTD204,71172,Grocery,Lhore,10,1658,0.19093012892835215,2025-12-07 17:14:51
TTD205,96671,Grocery,Lhore,9,2892,0.2058315955195603,2025-08-31 02:56:49
TTD206,60785,sports,Peshawar,8,55,0.017207890151038494,2024-12-29 11:35:26
TTD207,36193,clothing,Karachi,11,3543,0.18429317233707362,2024-01-02 23:10:24
TTD208,58657,clothing,Queeta,17,482,0.2024319705948287,2024-01-25 02:00:47
TTD209,30883,Electronics,Islamabad,5,4132,0.010831828854798808,2024-09-04 16:39:01
TTD210,60323,clothing,Faisabad,10,1963,0.16920594122237997,2024-05-30 01:19:57
TTD211,73292,sports,Karachi,16,327,0.10119475349237866,2025-10-14 06:12:45
TTD212,13466,sports,Faisabad,4,624,0.18300613200499513,2024-07-29 21:32:22
TTD213,38762,book,Queeta,16,2860,0.13745407228928172,2024-02-21 03:39:28
TTD214,23894,Electronics,Lhore,13,4444,0.25839172865159266,2024-09-20 08:36:07
TTD215,34882,sports,Queeta,4,2901,0.04340489789780292,2025-05-17 00:50:32
TTD216,88877,sports,Faisabad,10,671,0.13864285790478706,2024-01-17 22:02:28
TTD217,46839,sports,Islamabad,14,365,0.10093800330503461,2024-02-21 16:21:20
TTD218,67900,Electronics,Peshawar,5,3269,0.22996036553102361,2025-04-24 04:52:01
TTD219,31703,sports,Karachi,9,4013,0.08800353306770829,2025-02-26 05:35:05
TTD220,65600,sports,Peshawar,3,150,0.20575574777476288,2024-02-20 00:45:06
TTD221,60352,Grocery,Faisabad,10,4272,0.25491038476398,2024-02-05 17:01:02
TTD222,16502,book,Karachi,17,1730,0.03919026658875215,2024-07-24 13:45:23
TTD223,49964,sports,Karachi,13,2675,0.037031604987087685,2025-12-29 17:16:59
TTD224,68757,clothing,Queeta,1,4956,0.2631810047996419,2024-03-07 17:40:42
TTD225,51574,clothing,Faisabad,18,3804,0.11444231935893286,2024-05-08 05:53:25
TTD226,70279,Grocery,Islamabad,12,1019,0.24000323006467247,2025-10-22 21:49:18
TTD227,36769,sports,Islamabad,8,948,0.06934568959962166,2024-10-21 08:58:55
TTD228,52618,sports,Karachi,4,3561,0.24114651609372967,2024-11-09 11:28:48
TTD229,93828,book,Peshawar,9,2912,0.06582970685016773,2025-09-28 19:23:04
TTD230,15590,sports,Peshawar,17,2356,0.21880752259057704,2024-06-03 07:40:42
TTD231,75731,Grocery,Queeta,3,4527,0.13312221258600795,2025-09-22 19:40:23
TTD232,12141,book,Islamabad,4,231,0.26364251268844263,2025-04-04 05:27:31
TTD233,53046,book,Lhore,7,1515,0.23823059690108336,2024-11-17 21:44:28
TTD234,87092,Grocery,Queeta,9,4111,0.05460804357106765,2025-04-30 02:49:27
TTD235,51586,Electronics,Karachi,3,4737,0.0030075174143486816,2024-07-08 04:00:06
TTD236,33143,Electronics,Karachi,11,2652,0.28699025581065196,2024-08-22 23:30:46
TTD237,84075,sports,Peshawar,9,3374,0.093330116951875,2024-09-12 12:40:12
TTD238,46020,Electronics,Islamabad,10,3932,0.07190851921985954,2024-05-22 01:03:26
TTD239,96981,clothing,Peshawar,1,3675,0.0840036526004242,2025-07-06 05:49:50
TTD240,79984,Electronics,Islamabad,4,1197,0.07307979540512494,2024-02-25 14:39:03
TTD241,45944,Electronics,Faisabad,3,838,0.05294115165997698,2024-10-20 06:04:12
TTD242,72434,book,Lhore,14,4616,0.0890243578230421,2024-06-16 07:22:20
TTD243,11003,clothing,Peshawar,3,1669,0.005383909746673121,2024-05-26 12:34:55
TTD244,79082,book,Karachi,14,3027,0.12188170020770306,2024-07-23 20:33:54
TTD245,84418,Electronics,Peshawar,18,2040,0.23069743797214964,2024-01-08 17:57:48
TTD246,30054,Grocery,Islamabad,7,4580,0.10252250926191088,2025-03-29 02:21:22
TTD247,46091,book,Peshawar,15,4757,0.2060111894212137,2024-08-15 16:08:37
TTD248,54461,Grocery,Peshawar,7,2863,0.016407198947056466,2025-08-21 02:20:38
TTD249,18887,Grocery,Queeta,2,548,0.2894205369802022,2025-07-22 15:35:12
TTD250,11805,clothing,Queeta,10,3855,0.0682405785697736,2025-11-17 15:05:01
TTD251,67337,Electronics,Islamabad,6,3874,0.2869211150843828,2025-04-29 05:32:34
TTD252,21154,Electronics,Lhore,11,1530,0.18197153872135627,2024-09-03 09:12:17
TTD253,61318,clothing,Peshawar,15,3580,0.17447438883692284,2024-02-08 01:04:07
TTD254,49664,book,Karachi,13,4043,0.22462209874067585,2025-11-16 12:44:56
TTD255,17665,Grocery,Queeta,1,775,0.08792887011733387,2025-10-01 12:23:09
TTD256,79615,Electronics,Peshawar,11,3389,0.018265058699795243,2024-03-21 10:25:45
TTD257,11224,Grocery,Queeta,16,703,0.011234919581810254,2025-06-01 13:27:22
TTD258,48006,clothing,Islamabad,8,547,0.16561560663330735,2025-05-26 13:02:02
TTD259,12178,Electronics,Peshawar,1,580,0.22121878241246584,2024-10-15 15:44:00
TTD260,28874,sports,Queeta,17,1846,0.25813730066380647,2024-03-25 18:33:23
TTD261,11667,book,Islamabad,16,3187,0.024639742613982683,2024-07-10 08:18:43
TTD262,81422,sports,Islamabad,7,1944,0.11341217972813449,2024-07-18 03:59:45
TTD263,70849,sports,Lhore,13,3150,0.1316945017117761,2025-08-31 09:38:45
TTD264,34936,clothing,Faisabad,9,2570,0.05503780015721416,2024-05-25 12:18:04
TTD265,52000,book,Peshawar,4,311,0.02240724117901154,2025-03-24 12:02:15
TTD266,98295,sports,Faisabad,14,1832,0.07869645277448827,2025-08-14 03:55:12
TTD267,56367,sports,Peshawar,18,3415,0.09632817682225134,2025-02-06 11:35:20
TTD268,37531,Electronics,Karachi,18,3903,0.22406336318202383,2024-12-26 14:13:13
TTD269,27702,sports,Queeta,3,4736,0.13309495166072927,2025-02-16 22:34:01
TTD270,27538,clothing,Lhore,19,3922,0.003206783613671438,2024-12-28 16:18:56
TTD271,70477,Grocery,Islamabad,15,4093,0.2514386237465583,2024-02-12 00:52:26
TTD272,44773,Electronics,Faisabad,10,3220,0.14286326987809708,2025-02-20 00:25:40
TTD273,84166,sports,Islamabad,13,2990,0.047421083830222206,2025-11-09 21:10:38
TTD274,67971,Grocery,Faisabad,7,2530,0.08396572176093356,2024-05-01 17:45:06
TTD275,58655,book,Lhore,4,1083,0.27806458768633346,2024-01-21 06:04:40
TTD276,50722,book,Peshawar,19,3806,0.21950393167866925,2024-08-04 10:32:35
TTD277,62795,clothing,Queeta,6,4808,0.17271362969706666,2024-02-09 01:24:08
TTD278,64666,Electronics,Karachi,11,4495,0.20989313986927605,2024-05-21 23:25:51
TTD279,99826,book,Karachi,9,1021,0.24608334526500084,2025-06-18 01:27:05
TTD280,86693,sports,Karachi,7,4961,0.1598724821644991,2024-07-12 02:58:55
TTD281,73763,sports,Peshawar,3,3069,0.15542615830314976,2025-03-24 10:17:27
TTD282,82533,sports,Karachi,8,575,0.20331515150275672,2025-05-14 01:22:19
TTD283,89517,Grocery,Peshawar,1,3917,0.05403311128832775,2024-01-04 08:19:35
TTD284,59845,Grocery,Faisabad,9,691,0.13907766125198348,2025-07-12 14:12:39
TTD285,68559,clothing,Queeta,3,4298,0.2148709296302756,2025-08-29 17:23:40
TTD286,13463,book,Queeta,10,2376,0.28683708198478564,2024-01-13 12:11:49
TTD287,89642,book,Faisabad,18,3300,0.2850375356055336,2024-09-05 20:34:03
TTD288,77935,clothing,Faisabad,4,2950,0.052377130375445544,2025-08-05 08:03:13
TTD289,59045,sports,Lhore,1,1504,0.10458419652648365,2025-12-06 07:13:27
TTD290,21722,Grocery,Karachi,2,4780,0.04131298360746497,2025-06-11 04:08:46
TTD291,22327,clothing,Peshawar,16,2705,0.018790330152000535,2024-02-04 03:11:08
TTD292,43458,Grocery,Lhore,11,1115,0.28147304093743036,2024-06-02 12:48:49
TTD293,36843,Grocery,Peshawar,7,2352,0.021634045256609235,2024-09-26 02:44:04
TTD294,55159,Grocery,Peshawar,9,1840,0.28155995527558797,2024-02-19 20:21:30
TTD295,62503,book,Lhore,18,150,0.1261080667799401,2025-03-24 08:24:21
TTD296,53982,sports,Peshawar,8,2399,0.29844439773474296,2025-05-03 16:01:43
TTD297,10345,Electronics,Karachi,17,1128,0.06071577953866279,2024-11-25 17:33:11
TTD298,41959,Grocery,Faisabad,19,4638,0.009733541045302307,2024-10-26 06:01:10
TTD299,49632,clothing,Karachi,18,1263,0.06593833178821329,2025-01-17 01:08:16
TTD300,26330,Grocery,Karachi,14,528,0.17306200886728892,2025-08-28 18:19:08
TTD301,77630,clothing,Faisabad,7,4703,0.26545061561616756,2024-03-16 20:19:33
TTD302,89718,Grocery,Peshawar,7,2276,0.0032949410038790815,2024-06-03 04:26:55
TTD303,99409,sports,Queeta,18,2926,0.05169968230972381,2024-04-24 17:29:03
TTD304,43626,Electronics,Lhore,15,3760,0.07643328444249799,2025-02-26 02:33:34
TTD305,42381,clothing,Karachi,11,1018,0.25590973561654523,2025-05-31 17:59:57
TTD306,34607,book,Peshawar,5,4022,0.12019590020319004,2025-05-26 06:31:33
TTD307,43982,book,Lhore,18,1216,0.1803236073245106,2025-05-20 00:58:51
TTD308,29427,Grocery,Karachi,12,2713,0.12136709302299308,2025-04-05 07:41:35
TTD309,77188,book,Peshawar,3,3984,0.19870069182170894,2024-12-15 06:06:58
TTD310,80152,sports,Peshawar,13,4283,0.09606925371920008,2024-08-28 20:48:14
TTD311,20479,Grocery,Queeta,19,2973,0.27362098487926273,2025-08-18 15:50:00
TTD312,52572,sports,Karachi,2,4047,0.2916827413124815,2025-07-31 21:20:17
TTD313,41265,Electronics,Faisabad,3,4211,0.11514193185232108,2025-02-05 20:33:43
TTD314,90081,sports,Karachi,7,1070,0.11456018337446955,2024-11-17 13:37:06
TTD315,37764,book,Peshawar,3,3623,0.28107413453959196,2024-05-15 08:09:41
